Provider_Number,FY_2014_Readmissions ,Number_of_Pneumonia_Cases,Excess_Readmission_Ratio_Pneumonia,No_of_Heart_Failure_Cases,Excess_Readmission_Ratio_Heart_Failure,No_Acute_Myocardial_Infarction_Cases,Acute_Myocardial_Infarction
340147,0.9962,606,1.046877,664,1.015467,343,1.080473
340148,1.0000,0,0.000000,0,0.000000,0,0.000000
340151,0.9938,277,1.150663,412,1.069163,53,1.008597
340153,1.0000,0,0.000000,0,0.000000,0,0.000000
340155,1.0000,475,0.955205,519,0.987655,254,0.981052
340156,0.9999,30,1.000828,7,0.000000,1,0.000000
340158,0.9990,215,1.020726,214,1.003352,12,0.000000
340159,1.0000,161,0.977939,141,0.982010,3,0.000000
340160,0.9983,169,0.993454,107,1.063708,37,0.943743
340166,0.9993,119,1.031381,193,0.961541,38,1.002611
340168,1.0000,0,0.000000,0,0.000000,0,0.000000
340171,1.0000,388,0.980320,337,0.867132,137,1.002227
340173,1.0000,335,0.925086,441,0.917835,85,0.927608
340183,0.9992,197,0.908533,206,1.028867,29,1.014731
340184,0.9993,382,0.932295,266,0.880268,61,1.071043
340186,0.9997,45,1.008884,45,0.925081,11,0.000000
350002,1.0000,341,0.862706,389,0.856742,264,0.848057
350006,0.9992,483,1.023329,410,0.886398,325,0.941527
350011,1.0000,441,0.889350,698,0.890106,543,0.766541
350015,0.9979,267,1.071286,326,1.030533,169,0.971250
350019,0.9999,450,0.953598,352,1.006620,287,0.969264
350063,0.9973,40,1.029497,11,0.000000,1,0.000000
350070,0.9995,189,0.964068,352,1.017204,183,0.995895
360001,0.9938,542,1.005257,499,1.100097,240,1.071500
360002,1.0000,168,0.931474,149,0.966223,35,0.947626
360003,0.9978,172,1.127414,264,1.070246,130,1.042930
360006,0.9987,732,1.102655,1137,0.969171,753,0.968578
360008,0.9995,610,0.947577,696,0.992534,270,1.014941
360009,0.9993,390,1.021097,352,0.849449,292,0.979599
360010,0.9884,488,1.096448,421,1.088255,76,0.927447
360011,0.9976,347,1.068618,460,0.976407,188,0.947579
360012,0.9981,374,0.967142,404,1.033338,100,1.099245
360013,1.0000,228,0.907727,133,0.993004,10,0.000000
360014,0.9991,113,0.972426,111,1.023992,11,0.000000
360016,0.9912,436,1.095685,543,1.125036,191,1.141058
360017,0.9982,288,1.139230,465,1.012759,221,0.846052
360019,0.9893,275,1.132697,376,1.134729,103,1.055049
360020,0.9976,670,1.012178,896,0.974782,413,1.091909
360025,1.0000,482,0.866669,481,0.998999,185,0.834141
360026,0.9980,268,0.934962,165,1.056987,24,0.000000
360027,0.9992,750,0.937843,903,0.983290,350,1.038522
360029,1.0000,131,0.932475,137,0.930738,17,0.000000
360032,1.0000,160,0.893318,207,0.989120,34,0.979261
360035,0.9986,940,1.067068,1177,0.921070,545,0.950586
360036,0.9990,296,1.017838,177,1.004305,67,0.934635
360037,0.9999,93,0.976704,252,0.996303,55,1.004239
360039,0.9970,728,0.977959,846,0.985650,429,1.087468
360040,1.0000,288,0.842635,219,0.887522,130,0.996404
360041,0.9967,654,1.087372,838,1.016945,333,1.005075
360044,1.0000,220,0.962879,225,0.923320,13,0.000000
360046,0.9963,200,0.987550,162,1.064346,15,0.000000
360048,0.9991,165,0.962992,286,0.922801,161,1.053191
360051,0.9998,714,1.011206,812,0.967753,412,0.896989
360052,0.9920,465,1.082140,874,1.076503,431,1.103970
360054,0.9819,436,1.215427,431,1.119148,165,1.074869
360055,0.9962,382,0.989837,590,1.076913,142,1.019323
360056,0.9961,459,1.075191,623,1.006886,266,1.056626
360058,0.9989,166,0.870785,111,1.022338,18,0.000000
360059,0.9952,215,1.061325,427,1.099054,138,1.115892
360064,0.9926,322,1.035237,680,1.082695,368,1.117501
360065,0.9978,325,1.040170,166,0.938460,20,0.000000
360066,1.0000,595,0.962272,628,0.997459,409,0.968016
360068,0.9999,368,0.930201,802,1.002396,603,0.864898
360070,1.0000,446,0.963395,542,0.887073,291,0.978291
360071,0.9999,135,0.884817,81,0.933537,30,1.007827
360072,0.9988,609,0.989145,536,1.005595,260,1.029373
360074,0.9992,289,0.961586,348,0.983902,79,1.075279
360075,0.9977,135,1.011616,208,1.054968,48,0.958465
360076,0.9977,417,1.024828,498,1.034048,222,1.009736
360077,0.9965,417,1.021492,948,1.068803,245,1.000994
360078,0.9961,294,1.064245,358,1.047424,86,0.904675
360079,0.9995,329,1.040187,604,0.957313,312,0.955258
360080,0.9923,137,1.111727,196,1.080652,38,0.999623
360081,0.9990,315,1.018057,377,0.947918,57,1.053067
360082,0.9970,191,0.974074,342,1.078970,22,0.000000
360084,0.9978,598,0.972999,686,0.932733,461,1.051443
360085,0.9976,383,1.138150,739,0.974531,486,1.069798
360086,0.9944,459,1.137800,468,1.054487,278,0.981070
360087,0.9999,119,0.989431,148,1.003964,13,0.000000
360089,0.9994,251,0.905362,157,1.011964,19,0.000000
360090,1.0000,336,0.979456,564,0.948362,264,0.979689
360091,0.9957,374,1.047383,388,1.047529,40,0.941762
360092,1.0000,85,0.994871,101,0.968767,13,0.000000
360095,1.0000,344,0.833146,212,0.937011,151,0.894464
360096,0.9912,251,1.012944,381,1.130675,17,0.000000
360098,0.9911,748,1.187636,904,1.064901,279,1.067190
360107,1.0000,159,0.937915,94,0.970558,22,0.000000
360109,0.9978,170,1.003048,157,1.041947,11,0.000000
360112,0.9948,247,0.989915,556,1.063229,608,1.071206
360113,0.9975,357,1.051817,317,0.989933,73,1.031226
360115,0.9891,163,1.193217,185,1.049592,52,1.061460
360116,1.0000,105,0.985638,94,0.959585,10,0.000000
360118,0.9957,833,1.016932,592,1.054773,484,1.040795
360121,1.0000,175,0.892629,198,0.924804,73,0.905074
360123,0.9969,475,0.931853,525,1.080480,257,0.994501
360125,1.0000,213,0.887755,310,0.951427,87,1.000027
360131,1.0000,200,0.952345,196,0.949884,36,0.948515
360132,0.9979,377,1.005790,316,1.054343,87,0.973049
360133,0.9961,244,1.102843,378,0.943025,119,1.076045
360134,0.9966,394,1.094982,544,1.053169,239,0.990440
360137,0.9996,321,1.025347,677,0.985132,373,1.010047
360141,0.9968,164,1.164631,304,1.027323,122,0.932928
360143,0.9897,505,1.227753,664,1.042607,74,1.102855
360144,0.9959,246,1.040227,378,1.107332,48,0.983944
360145,0.9925,584,1.144649,571,1.103700,316,0.895148
360147,0.9969,370,1.006044,460,1.045681,165,1.070140
360148,0.9964,88,0.901012,68,1.083144,14,0.000000
360150,0.9944,222,1.086533,135,1.037957,16,0.000000
360151,0.9987,230,0.972557,183,0.989797,86,1.040349
360152,0.9954,241,1.130249,196,1.058440,124,1.002424
360153,0.9997,57,0.979500,50,1.005673,13,0.000000
360155,0.9987,611,0.957551,798,1.018630,428,1.019263
360156,1.0000,137,0.887905,118,0.940271,18,0.000000
360159,0.9907,492,1.141274,611,1.077428,410,1.058859
360161,0.9969,281,0.975401,426,1.061972,49,1.031463
360163,0.9997,598,1.016636,1091,0.976367,494,0.948040
360170,0.9971,159,0.954189,131,1.069462,22,0.000000
360172,0.9944,643,1.117789,604,1.045412,267,0.915219
360174,0.9913,505,1.160462,362,0.968491,112,1.020836
360175,0.9978,202,1.045039,241,0.984953,31,1.072182
360179,0.9965,831,1.120878,1033,0.999350,423,0.904346
360180,0.9967,330,1.211785,1080,1.068735,665,1.116373
360185,1.0000,282,0.841308,289,0.909150,51,0.950542
360189,1.0000,62,0.978441,45,0.946947,3,0.000000
360192,0.9938,255,1.133841,275,1.033052,111,1.026263
360195,1.0000,212,0.985546,171,0.956200,14,0.000000
360197,1.0000,192,0.846113,119,0.869480,82,0.987818
360203,0.9954,462,1.053620,232,1.018924,37,0.997521
360210,1.0000,122,0.964478,162,0.984212,15,0.000000
360211,0.9959,403,0.922224,768,1.038949,316,1.042728
360212,0.9997,226,1.000003,366,0.975404,70,1.025340
360218,0.9987,445,1.024543,328,0.817773,117,0.995734
360230,0.9971,605,1.135881,948,1.007337,382,0.888583
360234,0.9917,260,1.142665,338,1.076289,79,1.027887
360236,0.9968,327,1.059832,152,0.966949,41,1.020364
360239,0.9986,188,0.897068,222,1.048511,18,0.000000
360245,1.0000,0,0.000000,0,0.000000,0,0.000000
360247,1.0000,0,0.000000,0,0.000000,0,0.000000
360258,1.0000,0,0.000000,0,0.000000,0,0.000000
360259,0.9972,162,1.056498,144,1.003118,18,0.000000
360261,1.0000,0,0.000000,0,0.000000,0,0.000000
360262,0.9999,262,0.973133,242,0.987646,43,1.014751
360263,1.0000,0,0.000000,0,0.000000,0,0.000000
360266,1.0000,1,0.000000,0,0.000000,0,0.000000
360269,1.0000,0,0.000000,0,0.000000,0,0.000000
360270,0.9967,191,0.891895,95,1.082390,6,0.000000
360271,1.0000,0,0.000000,0,0.000000,0,0.000000
360274,1.0000,0,0.000000,1,0.000000,0,0.000000
360276,0.9959,338,1.112165,535,0.995661,57,1.096378
360347,1.0000,36,0.982737,22,0.000000,0,0.000000
360348,1.0000,133,0.995466,76,0.894483,4,0.000000
360350,1.0000,0,0.000000,0,0.000000,0,0.000000
360351,1.0000,0,0.000000,0,0.000000,0,0.000000
360352,1.0000,0,0.000000,0,0.000000,0,0.000000
360354,0.9962,205,1.080087,267,1.051962,78,0.938749
360355,1.0000,0,0.000000,0,0.000000,0,0.000000
360356,1.0000,23,0.000000,10,0.000000,0,0.000000
360358,1.0000,2,0.000000,2,0.000000,0,0.000000
360359,0.9963,113,1.028008,118,1.070384,46,1.001476
360360,1.0000,6,0.000000,6,0.000000,1,0.000000
370001,0.9938,246,1.024161,636,0.868356,521,1.176376
370002,0.9986,126,1.031367,94,0.952168,6,0.000000
370004,1.0000,320,0.938879,186,0.976836,16,0.000000
370006,1.0000,177,0.879435,165,0.956412,31,0.999260
370007,0.9998,74,0.955184,55,1.002940,6,0.000000
370008,1.0000,886,0.937028,602,0.978179,251,0.907870
370011,0.9977,89,0.962065,27,1.066917,7,0.000000
370013,0.9999,693,1.004380,178,0.993732,39,0.918318
370014,0.9800,466,1.256254,481,1.333403,78,1.091872
370015,1.0000,96,0.959155,75,0.988036,10,0.000000
370016,0.9972,264,1.012361,196,1.028646,99,1.040362
370018,1.0000,268,0.949544,265,0.968274,191,0.993739
370019,0.9999,201,0.887239,117,1.002469,14,0.000000
370020,0.9996,113,0.970664,140,1.016906,30,0.952868
370022,0.9997,220,0.933341,275,1.007067,37,1.000928
370023,1.0000,337,0.934050,250,0.952080,18,0.000000
370025,0.9958,493,1.079218,377,1.011003,146,1.006731
370026,1.0000,407,0.838238,368,0.966076,71,0.943694
370028,1.0000,678,0.923270,809,0.833353,617,0.974870
370029,0.9937,170,0.972432,127,1.104190,11,0.000000
370030,0.9990,138,0.949585,57,1.028399,4,0.000000
370032,0.9990,356,0.926422,228,0.943772,121,1.052630
370034,0.9986,394,0.930877,170,1.056004,44,1.039169
370036,0.9811,59,1.086813,71,1.223587,3,0.000000
370037,0.9999,246,1.004980,355,0.945681,193,0.959328
370039,1.0000,241,0.892017,120,0.976141,20,0.000000
370040,0.9845,222,1.140896,185,1.084884,13,0.000000
370041,0.9985,68,1.010472,25,0.975500,0,0.000000
370047,0.9938,426,1.165112,338,0.961809,200,1.025017
370048,1.0000,276,0.946394,134,0.976219,9,0.000000
370049,0.9991,311,1.003400,170,0.959268,99,1.028630
370051,0.9966,68,1.051868,68,0.963334,1,0.000000
370054,1.0000,152,0.985425,105,0.975005,12,0.000000
370056,1.0000,285,0.941815,577,0.870662,344,0.892327
370057,0.9970,108,0.997792,118,1.038212,13,0.000000
370065,0.9934,196,1.021892,150,1.078856,23,0.000000
370072,1.0000,48,0.968081,21,0.000000,1,0.000000
370078,0.9973,142,0.982086,176,0.891001,101,1.132220
370080,1.0000,109,0.909189,35,0.949143,2,0.000000
370083,0.9866,133,1.074690,60,1.148669,1,0.000000
370089,0.9999,187,0.937662,196,0.962932,49,1.013509
370091,0.9963,1037,1.087632,1153,1.060488,691,0.970715
370093,0.9984,224,1.126897,180,1.033297,73,1.009786
370094,0.9923,421,1.058508,479,1.150763,295,1.077392
370097,0.9995,125,1.017262,82,0.860091,4,0.000000
370099,0.9986,262,0.919414,129,1.037730,10,0.000000
370100,0.9902,158,1.030338,257,1.083829,7,0.000000
370103,0.9949,113,0.992511,63,1.077098,9,0.000000
370106,0.9990,369,0.989717,388,0.949020,209,1.043524
370112,0.9995,115,0.971264,55,1.013051,4,0.000000
370113,0.9987,282,0.965662,176,0.998551,65,1.060896
370114,0.9966,786,0.956608,749,1.038755,618,1.095740
370138,0.9976,73,1.026230,39,1.003997,1,0.000000
370139,0.9996,127,0.995151,38,1.009280,1,0.000000
370149,0.9997,365,0.914387,288,0.908758,74,1.025342
370153,0.9984,56,0.986820,79,1.038647,3,0.000000
370156,0.9932,163,0.914002,121,1.108253,9,0.000000
370158,0.9982,192,0.984530,95,1.039706,2,0.000000
370166,0.9997,55,0.993806,39,1.019126,2,0.000000
370169,1.0000,25,0.986642,6,0.000000,1,0.000000
370170,1.0000,13,0.000000,7,0.000000,0,0.000000
370171,0.9992,71,1.013404,51,0.954806,1,0.000000
370172,1.0000,24,0.000000,11,0.000000,0,0.000000
370173,1.0000,24,0.000000,16,0.000000,1,0.000000
370178,0.9967,99,1.003426,68,1.119356,9,0.000000
370180,1.0000,59,0.931431,49,0.946245,2,0.000000
370183,1.0000,79,0.984537,61,0.937369,6,0.000000
370190,1.0000,7,0.000000,0,0.000000,0,0.000000
370192,1.0000,0,0.000000,0,0.000000,0,0.000000
370199,1.0000,0,0.000000,0,0.000000,0,0.000000
370201,1.0000,0,0.000000,0,0.000000,0,0.000000
370202,0.9971,222,0.962096,250,1.030347,206,1.055085
370203,1.0000,6,0.000000,0,0.000000,0,0.000000
370206,1.0000,0,0.000000,0,0.000000,0,0.000000
370210,1.0000,0,0.000000,0,0.000000,0,0.000000
370211,1.0000,201,0.961828,65,0.950460,22,0.000000
370212,1.0000,0,0.000000,0,0.000000,0,0.000000
370214,1.0000,14,0.000000,4,0.000000,0,0.000000
370215,0.9989,195,0.951984,1141,0.855580,1170,1.011935
370216,1.0000,1,0.000000,0,0.000000,0,0.000000
370218,0.9976,125,1.051852,138,0.978169,14,0.000000
370220,1.0000,0,0.000000,0,0.000000,0,0.000000
370222,1.0000,0,0.000000,0,0.000000,0,0.000000
370225,1.0000,0,0.000000,1,0.000000,0,0.000000
370227,1.0000,105,0.935519,46,0.978772,17,0.000000
370228,0.9996,75,0.933852,56,1.010950,8,0.000000
370229,1.0000,124,0.923166,74,0.977502,3,0.000000
370232,1.0000,103,0.883136,78,0.921139,5,0.000000
370234,0.9998,70,1.026977,346,0.918802,326,0.991333
370235,0.9992,46,1.002104,33,1.070233,2,0.000000
370236,1.0000,9,0.000000,1,0.000000,0,0.000000
380001,1.0000,144,0.972340,113,0.940024,25,0.909691
380002,1.0000,288,0.862330,241,0.937135,83,0.943651
380004,1.0000,334,0.824298,597,0.789895,438,0.881556
380005,1.0000,81,0.985547,30,0.992914,6,0.000000
380007,0.9981,91,1.031545,127,0.853307,82,1.087648
380009,0.9985,114,0.978801,227,1.112442,231,0.983693
380014,1.0000,164,0.924177,215,0.847359,231,0.929246
380017,0.9990,169,0.972247,263,0.971068,113,1.052350
380018,1.0000,334,0.930822,512,0.818002,524,0.768183
380020,1.0000,174,0.961029,176,0.909101,92,0.919433
380021,1.0000,135,0.997667,130,0.956211,75,0.910151
380022,1.0000,176,0.946125,123,0.842291,12,0.000000
380025,0.9995,137,0.987709,125,0.916153,25,1.057404
380027,1.0000,365,0.911856,336,1.000489,145,0.937511
380029,1.0000,90,0.984537,52,0.964946,16,0.000000
380033,1.0000,82,0.928777,27,1.000497,2,0.000000
380037,0.9997,64,1.010855,83,0.888856,19,0.000000
380038,0.9983,82,0.967090,91,1.049265,27,0.960281
380040,1.0000,77,0.915841,63,0.944568,5,0.000000
380047,1.0000,298,0.837711,266,0.755585,249,0.830586
380050,0.9994,196,0.920769,235,0.895448,97,1.036425
380051,1.0000,322,0.920217,405,0.917270,250,0.965978
380052,0.9998,214,0.860675,139,0.957433,30,1.016784
380056,0.9984,56,1.027330,25,0.936961,7,0.000000
380060,1.0000,132,0.983815,205,0.901639,147,0.901722
380061,1.0000,332,0.922047,390,0.949187,260,0.933347
380071,1.0000,132,0.914931,136,0.981039,24,0.000000
380075,1.0000,260,0.941124,192,0.933826,89,0.973571
380082,1.0000,125,0.919647,85,0.984272,22,0.000000
380089,0.9961,230,1.086266,295,0.924149,131,1.069980
380090,0.9938,289,1.202848,300,0.959961,89,1.080183
380091,1.0000,9,0.000000,11,0.000000,17,0.000000
380102,1.0000,347,0.968453,504,0.799603,508,0.961424
390001,1.0000,391,0.974008,598,0.880242,218,0.928321
390002,0.9957,167,0.944389,449,1.083061,120,0.906782
390003,0.9974,182,0.987704,143,1.042107,25,0.969033
390004,0.9963,533,1.099911,794,1.019743,356,0.971678
390006,0.9995,288,0.937360,576,0.918305,460,1.018693
390008,1.0000,74,0.955655,151,0.963147,12,0.000000
390009,1.0000,266,0.836174,649,0.847962,384,0.929915
390012,0.9975,275,0.913901,316,1.042162,77,1.049380
390013,1.0000,154,0.992161,249,0.906185,210,0.919035
390016,0.9893,265,1.144151,326,1.082125,103,1.064332
390019,0.9949,131,0.962677,302,1.053369,31,1.063684
390025,1.0000,0,0.000000,0,0.000000,0,0.000000
390026,0.9937,215,1.021250,348,1.135023,62,1.104310
390027,0.9977,178,1.007133,380,1.085130,120,1.009129
390028,0.9968,219,1.030572,367,1.009615,188,1.097486
390030,0.9930,393,1.038450,370,1.125351,81,0.997394
390031,0.9887,343,1.051075,499,1.166395,72,1.018908
390032,0.9899,203,1.028712,433,1.111966,134,1.126471
390035,1.0000,136,0.934032,135,0.929206,25,0.948296
390036,0.9918,201,0.954224,558,1.088141,182,1.150486
390037,0.9985,163,1.028326,186,0.975950,25,1.119262
390039,1.0000,107,0.959551,96,0.946523,46,0.991286
390041,0.9986,272,1.025155,453,1.016214,87,0.972203
390042,0.9959,285,1.124832,470,0.979994,193,1.046093
390043,0.9989,231,1.011860,223,1.001369,32,1.009504
390044,1.0000,883,0.884290,1381,0.844704,474,0.888010
390045,1.0000,397,0.809616,436,0.757200,275,0.857346
390046,0.9994,718,1.030349,1353,0.979615,651,0.964706
390048,0.9941,260,0.929500,359,1.054248,106,1.112174
390049,0.9956,915,1.010104,1539,1.092389,490,1.051008
390050,0.9987,158,1.061997,445,1.000186,315,1.039286
390052,0.9921,237,1.031141,258,1.102751,33,1.045778
390056,1.0000,151,0.929487,138,0.976560,14,0.000000
390057,0.9992,399,0.898960,385,0.914453,80,1.086600
390058,0.9991,275,1.017040,375,1.009270,66,0.867608
390061,0.9988,130,1.057482,168,0.944321,68,0.911043
390062,0.9960,99,0.927190,110,1.057221,11,0.000000
390063,1.0000,416,0.931088,649,0.879180,585,0.973496
390065,0.9918,320,1.095156,320,1.060450,55,0.968828
390066,1.0000,405,0.916884,439,0.928078,245,0.939850
390067,1.0000,461,0.999714,875,0.987168,583,0.915410
390068,1.0000,108,0.938639,107,0.968732,13,0.000000
390070,0.9931,101,0.999386,282,1.125291,71,1.027079
390071,1.0000,82,0.913505,129,0.926071,19,0.000000
390072,0.9950,111,0.974195,192,1.096153,35,1.031567
390073,1.0000,400,0.932089,671,0.891938,458,0.891203
390076,0.9965,266,0.971196,311,1.045034,120,1.069035
390079,0.9968,348,1.164128,597,1.017624,465,0.946152
390080,0.9968,210,1.074585,378,0.959281,113,1.060574
390081,0.9941,235,1.067053,337,1.066328,67,1.150866
390084,0.9882,224,1.131932,105,1.018694,19,0.000000
390086,1.0000,179,0.907277,418,0.832924,324,0.967937
390090,0.9974,61,1.067109,113,1.040674,46,1.025584
390091,0.9947,281,1.149222,280,1.020647,41,1.020562
390093,0.9954,202,1.037414,220,1.041229,31,1.074162
390095,0.9852,242,1.093603,147,1.087946,21,0.000000
390096,0.9995,226,1.015395,496,0.891665,151,1.011686
390097,1.0000,397,0.996115,650,0.889321,189,0.988341
390100,1.0000,860,0.901954,1844,0.745582,900,0.836508
390101,0.9931,216,1.086357,187,1.114256,101,0.972475
390102,0.9995,233,0.918240,457,0.964613,63,1.071330
390104,0.9992,171,0.999425,218,1.007320,20,0.000000
390107,0.9971,339,1.015662,552,0.999508,307,1.078220
390108,0.9996,122,1.018684,239,0.975070,105,0.967941
390110,0.9952,362,1.063283,668,1.076406,364,1.053721
390111,0.9992,197,1.042456,506,0.973992,133,1.070244
390112,0.9948,72,1.033119,89,1.079827,22,0.000000
390113,0.9995,204,0.914834,238,1.005685,47,1.044962
390114,0.9999,60,1.005369,75,0.976446,4,0.000000
390115,0.9942,681,1.108447,721,1.054905,299,1.034548
390116,0.9981,110,0.993645,232,1.061596,41,1.016712
390117,1.0000,102,0.949979,49,0.956582,16,0.000000
390118,0.9992,149,0.938877,129,0.947488,68,1.039117
390119,1.0000,345,0.993921,371,0.982400,50,0.937808
390122,0.9986,149,0.947598,110,1.033992,20,0.000000
390123,0.9920,385,1.158576,352,1.096857,56,1.009347
390125,0.9986,269,0.912608,244,1.031319,74,0.945860
390127,0.9911,315,1.066372,277,1.024633,204,1.119623
390130,0.9990,77,1.016613,35,0.967136,15,0.000000
390132,0.9958,60,1.068046,104,1.068692,9,0.000000
390133,0.9972,930,0.962835,1767,1.000301,1108,1.075826
390137,1.0000,865,0.947519,1156,0.913785,489,0.888809
390138,0.9994,209,0.904038,221,0.915624,55,1.035590
390139,0.9997,430,1.015142,761,0.957596,280,0.988905
390142,0.9977,158,1.134973,534,1.041218,187,1.024161
390145,0.9933,347,1.075393,666,1.047485,220,1.082141
390146,0.9997,183,0.932064,201,1.006684,28,0.928720
390147,0.9969,160,1.015330,313,1.025532,93,1.093759
390150,0.9970,138,1.055175,167,0.886764,18,0.000000
390151,1.0000,455,0.926193,684,0.888929,455,0.958932
390153,0.9999,355,1.005615,472,0.996264,181,0.897422
390154,0.9984,298,0.991201,321,1.024901,40,1.008756
390156,0.9885,208,1.134307,498,1.272227,133,1.139622
