Provider_Number,Hospital_Name,Address_1,Address_2,Address_3,City,State,ZIP_Code,County,Phone_Number,Hospital_Type,Hospital_Ownership,Emergency_Services,Staffed_Beds,Total_Discharges,Patient_Days,Gross_Patient_Revenue
280111,COLUMBUS COMMUNITY HOSPITAL,4600 38TH ST,,,COLUMBUS,NE,68601,PLATTE,4025647118,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",47,1998,6705,128616
280127,LINCOLN SURGICAL HOSPITAL,"""1710 SOUTH 70TH ST"," SUITE 200""",,,LINCOLN,NE,68506,LANCASTER,4024849090,Acute Care Hospitals,Proprietary,21,1271,3076,108952
280128,NEBRASKA HEART HOSPITAL,7500 SOUTH 91ST ST,,,LINCOLN,NE,68526,LANCASTER,4023283000,Acute Care Hospitals,Proprietary,"No",54,2014,7025,135324
280129,NEBRASKA ORTHOPAEDIC HOSPITAL,2808 SOUTH 143RD PLZ,,,OMAHA,NE,68144,DOUGLAS,4026091600,Acute Care Hospitals,Physician,"Yes",24,1637,4056,154826
281330,WARREN MEMORIAL HOSPITAL,905 SECOND ST,,,FRIEND,NE,68359,SALINE,4029472541,Critical Access Hospitals,Government - Local,"Yes",166,2215,6979,144300
290001,RENOWN REGIONAL MEDICAL CENTER,1155 MILL STREET,,,RENO,NV,89502,WASHOE,7759824100,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",619,27286,150827,2471146
290002,SOUTH LYON MEDICAL CENTER,213 S WHITACRE/PO BOX 940,,,YERINGTON,NV,89447,LYON,7754632301,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",63,109,356,19981
290005,NORTH VISTA HOSPITAL,1409 EAST LAKE MEAD BLVD,,,NORTH LAS VEGAS,NV,89030,CLARK,7026575504,Acute Care Hospitals,Proprietary,"Yes",172,5175,27246,548342
290006,BANNER CHURCHILL COMMUNITY HOSPITAL,801 EAST WILLIAMS AVENUE,,,FALLON,NV,89406,CHURCHILL,7754233151,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",25,1575,5483,116533
290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL,2001 ERRECART BLVD,,,ELKO,NV,89801,ELKO,7757385151,Acute Care Hospitals,Proprietary,"Yes",67,2403,7698,202766
290009,SAINT MARY'S REGIONAL MEDICAL CENTER,235 W 6TH ST,,,RENO,NV,89503,WASHOE,7757703000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",153,5470,22566,565121
290019,CARSON TAHOE REGIONAL MEDICAL CENTER,1600 MEDICAL PARKWAY,,,CARSON CITY,NV,89703,CARSON CITY,7754458000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",190,9475,37798,751342
290021,VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,,,LAS VEGAS,NV,89106,CLARK,7023884000,Acute Care Hospitals,Proprietary,"Yes",257,11931,67014,1737500
290032,NORTHERN NEVADA MEDICAL CENTER,2375 PRATER WAY,,,SPARKS,NV,89434,WASHOE,7753317000,Acute Care Hospitals,Proprietary,"Yes",108,3011,10054,445470
290039,MOUNTAINVIEW HOSPITAL,3100 N TENAYA WAY,,,LAS VEGAS,NV,89128,CLARK,7022555065,Acute Care Hospitals,Proprietary,"Yes",340,18470,91872,2384537
290041,SUMMERLIN HOSPITAL MEDICAL CENTER,657 TOWN CENTER DRIVE,,,LAS VEGAS,NV,89144,CLARK,7022337500,Acute Care Hospitals,Proprietary,"Yes",384,18426,89786,2253705
290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,5400 SOUTH RAINBOW BLVD,,,LAS VEGAS,NV,89118,CLARK,7028533000,Acute Care Hospitals,Proprietary,"Yes",225,14743,69670,1866647
290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,10101 DOUBLE R BLVD,,,RENO,NV,89521,CARSON CITY,7759827000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",138,2894,8843,411656
290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,6900 N DURANGO DR,,,LAS VEGAS,NV,89149,CLARK,7028359700,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",190,10961,42041,1204613
300001,CONCORD HOSPITAL,250 PLEASANT ST,,,CONCORD,NH,3301,MERRIMACK,6032252711,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",206,11994,56836,1122175
300005,LAKES REGION GENERAL HOSPITAL,80 HIGHLAND ST,,,LACONIA,NH,3246,BELKNAP,6035243211,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",96,4461,20753,475559
300012,ELLIOT HOSPITAL,1 ELLIOT WAY,,,MANCHESTER,NH,3103,HILLSBOROUGH,6036695300,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",212,12008,54857,861943
300014,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD,,,ROCHESTER,NH,3867,STRAFFORD,6033325211,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",75,3062,12832,285966
300017,PARKLAND MEDICAL CENTER,1 PARKLAND DRIVE,,,DERRY,NH,3038,ROCKINGHAM,6034212100,Acute Care Hospitals,Proprietary,"Yes",82,3307,12341,360988
300018,WENTWORTH-DOUGLASS HOSPITAL,789 CENTRAL AVE,,,DOVER,NH,3820,STRAFFORD,6037402580,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",115,7145,28883,737920
300019,CHESHIRE MEDICAL CENTER,580 COURT STREET,,,KEENE,NH,3431,CHESHIRE,6033545400,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",140,2943,13058,396684
300029,PORTSMOUTH REGIONAL HOSPITAL,333 BORTHWICK AVE,,,PORTSMOUTH,NH,3801,ROCKINGHAM,6034365110,Acute Care Hospitals,Proprietary,"Yes",153,6926,32796,753115
300034,CATHOLIC MEDICAL CENTER,100 MCGREGOR STREET,,,MANCHESTER,NH,3102,HILLSBOROUGH,6036683545,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",227,10053,51923,941981
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,,,NEWARK,NJ,7112,ESSEX,9739267850,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",497,18899,128852,2196684
310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,,,FLEMINGTON,NJ,8822,HUNTERDON,9087886100,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",184,7916,37230,689341
310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,,,TEANECK,NJ,7666,BERGEN,2018333000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",307,13235,69528,1399411
310009,CLARA MAASS MEDICAL CENTER,ONE CLARA MAAS DRIVE,,,BELLEVILLE,NJ,7109,ESSEX,9734502002,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",353,14296,67828,1273463
310014,COOPER UNIVERSITY HOSPITAL,1 COOPER PLAZA,,,CAMDEN,NJ,8103,CAMDEN,8563422000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",517,27886,139137,3288911
310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,865 STONE ST,,,RAHWAY,NJ,7065,UNION,7323814200,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",165,5594,28245,704441
310029,OUR LADY OF LOURDES MEDICAL CENTER,1600 HADDON AVENUE,,,CAMDEN,NJ,8103,CAMDEN,8567573500,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",312,12973,56515,1946364
310031,DEBORAH HEART AND LUNG CENTER,200 TRENTON ROAD,,,BROWNS MILLS,NJ,8015,BURLINGTON,6098936611,Acute Care Hospitals,Voluntary non-profit - Private,"No",83,3317,16931,810169
310034,RIVERVIEW MEDICAL CENTER,ONE RIVERVIEW PLAZA,,,RED BANK,NJ,7701,MONMOUTH,7327412700,Acute Care Hospitals,Proprietary,"Yes",296,11357,48567,1271110
310041,COMMUNITY MEDICAL CENTER,99 RT 37 WEST,,,TOMS RIVER,NJ,8755,OCEAN,7325578000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",139,4818,17778,344428
310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,ONE CAPITAL WAY,,,PENNINGTON,NJ,8534,MERCER,6093034000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",183,13814,57085,2411425
310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,350 ENGLE ST,,,ENGLEWOOD,NJ,7631,BERGEN,2018943000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",326,14129,71892,2528463
310047,SHORE MEDICAL CENTER,100 MEDICAL CENTER WAY,,,SOMERS POINT,NJ,8244,ATLANTIC,6096533545,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",296,9666,40234,1035691
310052,OCEAN MEDICAL CENTER,425 JACK MARTIN BLVD,,,BRICK,NJ,8724,OCEAN,7328402200,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",257,14762,67035,1414092
310058,BERGEN REGIONAL MEDICAL CENTER,230 EAST RIDGEWOOD AVE,,,PARAMUS,NJ,7652,BERGEN,2019674000,Acute Care Hospitals,Government - Local,"Yes",1000,6158,25221,532539
310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,218A SUNSET ROAD,,,WILLINGBORO,NJ,8046,BURLINGTON,6098352900,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",132,4894,20119,784109
310070,SAINT PETER'S UNIVERSITY HOSPITAL,254 EASTON AVE,,,NEW BRUNSWICK,NJ,8901,MIDDLESEX,7327458600,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",348,18088,92744,2491226
310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,1945 RTE 33,,,NEPTUNE,NJ,7754,MONMOUTH,7327755500,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",535,25763,125761,2929552
310075,MONMOUTH MEDICAL CENTER,300 SECOND AVENUE,,,LONG BRANCH,NJ,7740,MONMOUTH,7322225200,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",357,14720,68074,1429196
310076,SAINT BARNABAS MEDICAL CENTER,94 OLD SHORT HILLS ROAD,,,LIVINGSTON,NJ,7039,ESSEX,9733225000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",583,27985,152645,2604772
310083,EAST ORANGE GENERAL HOSPITAL,300 CENTRAL AVE,,,EAST ORANGE,NJ,7018,ESSEX,9732664401,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",196,4915,31373,517118
310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,ONE HAMILTON HEALTH PLACE,,,HAMILTON,NJ,8690,MERCER,6095867900,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",234,10568,47470,1266830
310111,CENTRASTATE MEDICAL CENTER,901 WEST MAIN STREET,,,FREEHOLD,NJ,7728,MONMOUTH,7324312000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",264,12805,56595,1031785
310112,BAYSHORE COMMUNITY HOSPITAL,727 N BEERS ST,,,HOLMDEL,NJ,7733,MONMOUTH,7327395900,Acute Care Hospitals,Proprietary,"Yes",152,7100,35129,730007
310113,SOUTHERN OCEAN MEDICAL CENTER,1140 RT 72 W,,,MANAHAWKIN,NJ,8050,OCEAN,6095976011,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",135,7041,26765,746661
310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,,,HACKETTSTOWN,NJ,7840,WARREN,9088525100,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",103,3503,17425,481322
310118,MEADOWLANDS HOSPITAL MEDICAL CENTER,55 MEADOWLANDS PKWY,,,SECAUCUS,NJ,7094,HUDSON,2013923100,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",106,4055,14130,468153
320003,ALTA VISTA REGIONAL HOSPITAL,104 LEGION DRIVE,,,LAS VEGAS,NM,87701,SAN MIGUEL,5054263930,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",46,1441,4547,158849
320005,SAN JUAN REGIONAL MEDICAL CENTER,801 WEST MAPLE STREET,,,FARMINGTON,NM,87401,SAN JUAN,5056092000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",184,9590,44730,655179
320006,EASTERN NEW MEXICO MEDICAL CENTER,405 W COUNTRY CLUB ROAD,,,ROSWELL,NM,88201,CHAVES,5756248722,Acute Care Hospitals,Proprietary,"Yes",162,5068,20879,447205
320009,LOVELACE MEDICAL CENTER,601 DR MARTIN LUTHER KING JR AVE NE,,,ALBUQUERQUE,NM,87102,BERNALILLO,5057278000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",268,10929,52485,1208160
320011,PRESBYTERIAN ESPANOLA HOSPITAL,1010 SPRUCE STREET,,,ESPANOLA,NM,87532,RIO ARRIBA,5057537111,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",63,2396,8579,172418
320016,GILA REGIONAL MEDICAL CENTER,1313 E 32ND ST,,,SILVER CITY,NM,88061,GRANT,5755384000,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",68,2303,7594,203864
320017,LOVELACE WOMEN'S HOSPITAL,4701 MONTGOMERY BOULEVARD NE,,,ALBUQUERQUE,NM,87109,BERNALILLO,5057277805,Acute Care Hospitals,Government - State,"Yes",162,6870,31341,596532
320021,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVENUE SE,,,ALBUQUERQUE,NM,87106,BERNALILLO,5057248386,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",803,37402,170092,2980869
320022,PLAINS REGIONAL MEDICAL CENTER,"""2100 N MARTIN LUTHER KING", JR," BLVD""",,,CLOVIS,NM,88101,CURRY,5757697155,Acute Care Hospitals,106,4605,14449,274278
320030,ARTESIA GENERAL HOSPITAL,702 N 13TH STREET,,,ARTESIA,NM,88210,EDDY,5757483333,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",49,775,2337,173241
320033,LOS ALAMOS MEDICAL CENTER,3917 WEST ROAD,,,LOS ALAMOS,NM,87544,LOS ALAMOS,5056624201,Acute Care Hospitals,Proprietary,"Yes",47,1180,3117,102268
320059,NORTHERN NAVAJO MEDICAL CENTER,US HWY 491 NORTH,,,SHIPROCK,NM,87420,SAN JUAN,5053686001,Acute Care Hospitals,Government - Federal,"Yes",59,2057,8617,0
320061,GALLUP INDIAN MEDICAL CENTER,516 E NIZHONI BLVD,,,GALLUP,NM,87301,MCKINLEY,5057221000,Acute Care Hospitals,Government - Federal,"Yes",78,3335,13089,0
320063,CARLSBAD MEDICAL CENTER,2430 WEST PIERCE STREET,,,CARLSBAD,NM,88220,EDDY,5758874570,Acute Care Hospitals,Proprietary,"Yes",130,2518,8775,315198
320065,LEA REGIONAL MEDICAL CENTER,5419 N LOVINGTON HIGHWAY,,,HOBBS,NM,88240,LEA,5754925000,Acute Care Hospitals,Proprietary,"Yes",179,3452,9956,241886
320067,GUADALUPE COUNTY HOSPITAL,"""117 CAMINO DE VIDA"," SUITE 100""",,,SANTA ROSA,NM,88435,GUADALUPE,5754723417,Acute Care Hospitals,Government - Local,10,222,765,15165
320074,LOVELACE WESTSIDE HOSPITAL,10501 GOLF COURSE ROAD NW,,,ALBUQUERQUE,NM,87114,BERNALILLO,5057272001,Acute Care Hospitals,Government - Federal,"Yes",70,2447,8065,241250
320084,ROOSEVELT GENERAL HOSPITAL,42121 US HIGHWAY 70,,,PORTALES,NM,88130,ROOSEVELT,5753563412,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",24,659,1773,62579
320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,4311 EAST LOHMAN AVENUE,,,LAS CRUCES,NM,88011,DONA ANA,5755567600,Acute Care Hospitals,Proprietary,"Yes",98,1466,4548,75599
320086,LOVELACE REGIONAL HOSPITAL - ROSWELL,117 EAST 19TH STREET,,,ROSWELL,NM,88201,CHAVES,5756277000,Acute Care Hospitals,Physician,"Yes",26,2082,6696,161981
320089,UNM SANDOVAL REGIONAL MEDICAL CENTER,3001 BROADMOOR BLVD NE,,,RIO RANCHO,NM,87144,SANDOVAL,5052728087,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",72,2896,12024,156115
330003,ALBANY MEMORIAL HOSPITAL,600 NORTHERN BOULEVARD,,,ALBANY,NY,12204,ALBANY,5184713221,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",73,3101,15215,287501
330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,,,JAMAICA,NY,11418,QUEENS,7182626000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",648,18722,98838,960924
330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,,,POUGHKEEPSIE,NY,12601,DUTCHESS,8454548500,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",365,17998,96480,1344355
330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,,,NEW YORK,NY,10029,NEW YORK,2122417981,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",291,15662,60829,1104568
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,,,EAST MEADOW,NY,11554,NASSAU,5165720123,Acute Care Hospitals,Government - State,"Yes",530,17310,84724,871308
330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,,,STATEN ISLAND,NY,10304,RICHMOND,7188181234,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",348,13653,74589,873453
330030,NEWARK-WAYNE COMMUNITY HOSPITAL,111 DRIVING PARK AVENUE,,,NEWARK,NY,14513,WAYNE,3153322022,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",300,4346,18588,260722
330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,,,BAY SHORE,NY,11706,SUFFOLK,6319683000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",307,16584,81626,1397980
330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,,,HUNTINGTON,NY,11743,SUFFOLK,6313512000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",548,24188,108044,2247184
330049,NORTHERN DUTCHESS HOSPITAL,6511 SPRINGBROOK AVENUE,,,RHINEBECK,NY,12572,DUTCHESS,8458713391,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",68,3569,15294,190812
330053,MEDINA MEMORIAL HOSPITAL,200 OHIO STREET,,,MEDINA,NY,14103,ORLEANS,5857988111,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",93,1316,5442,62798
330058,GENEVA GENERAL HOSPITAL,196 -198 NORTH STREET,,,GENEVA,NY,14456,ONTARIO,3157874175,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",477,3581,17848,247710
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 TENTH STREET,,,NIAGARA FALLS,NY,14302,NIAGARA,7162784000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",133,5182,26872,167579
330073,UNITED MEMORIAL MEDICAL CENTER,127 NORTH STREET,,,BATAVIA,NY,14020,GENESEE,5853436030,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",131,3768,20541,215798
330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,,,BUFFALO,NY,14214,ERIE,7168621000,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",476,16206,87426,681865
330088,EASTERN LONG ISLAND HOSPITAL,201 MANOR PLACE,,,GREENPORT,NY,11944,SUFFOLK,6314771000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",90,2198,13387,166659
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,,,ELMIRA,NY,14905,CHEMUNG,6077374100,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",201,11582,58132,612146
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,,,HUDSON,NY,12534,COLUMBIA,5188287601,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",235,5018,24672,408118
330096,JONES MEMORIAL HOSPITAL,191 NORTH MAIN STREET,,,WELLSVILLE,NY,14895,ALLEGANY,5855931100,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",70,1620,7121,76934
330102,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,,,KENMORE,NY,14217,ERIE,7164476100,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",344,7342,31970,317900
330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET,,,OLEAN,NY,14760,CATTARAUGUS,7163732600,Acute Care Hospitals,Proprietary,"Yes",164,4790,22656,253247
330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,,,NYACK,NY,10960,ROCKLAND,8453482000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",245,11589,61071,907822
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,,,MANHASSET,NY,11030,NASSAU,5165620100,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",1063,46931,263914,5728459
330107,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,,,RIVERHEAD,NY,11901,SUFFOLK,6315486000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",177,6655,29623,509266
330111,BERTRAND CHAFFEE HOSPITAL,224 EAST MAIN STREET,,,SPRINGVILLE,NY,14141,ERIE,7165922871,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",103,803,3522,44012
330115,ONEIDA HEALTHCARE CENTER,321 GENESEE STREET,,,ONEIDA,NY,13421,MADISON,3153636000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",261,2777,12525,242541
330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,,,NEW YORK,NY,10021,NEW YORK,2124392345,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",472,27514,132422,2855098
33011,BATH VA MEDICAL CENTER,76 VETERANS AVE.,,,BATH                          ,NY,14810,STEUBEN,6076644000,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,"NO",0,0,0,0
330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,,,ROCHESTER,NY,14621,MONROE,5859224000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",528,27568,150236,2027611
330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,,,MIDDLETOWN,NY,10940,ORANGE,8453432424,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",383,19539,91397,1448885
330135,BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,,,PORT JERVIS,NY,12771,ORANGE,8458565351,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",175,3160,15204,350722
33013,CANANDAIGUA VA MEDICAL CENTER,400 FOOT HILL AVE.,,,CANANDAIGUA                   ,NY,14424,ONTARIO,5853942000,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,"NO",0,0,0,0
330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,,,PATCHOGUE,NY,11772,SUFFOLK,6316547100,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",245,13378,80701,1326929
330153,ELLIS HOSPITAL,1101 NOTT STREET,,,SCHENECTADY,NY,12308,SCHENECTADY,5182434196,Acute Care Hospitals,Proprietary,"Yes",432,16938,94044,1230715
330157,SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,,,WATERTOWN,NY,13601,JEFFERSON,3157854121,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",294,7744,40574,481775
330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,,,MOUNT KISCO,NY,10549,WESTCHESTER,9146661200,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",208,8193,38272,576986
330164,HIGHLAND HOSPITAL,1000 SOUTH AVENUE,,,ROCHESTER,NY,14620,MONROE,5854732200,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",437,10651,48348,1724104
330180,SAMARITAN HOSPITAL,2215 BURDETT AVENUE,,,TROY,NY,12180,RENSSELAER,5182713225,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",212,5056,27427,487472
330181,GLEN COVE HOSPITAL,101 ST ANDREWS LANE,,,GLEN COVE,NY,11542,NASSAU,5166747300,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",139,3406,16775,361198
330191,GLENS FALLS HOSPITAL,100 PARK STREET,,,GLENS FALLS,NY,12801,WARREN,5189261000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",410,11416,58229,833059
330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,,,FLUSHING,NY,11355,QUEENS,7186705000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",299,14193,85384,516837
330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,,,BROOKLYN,NY,11219,KINGS,7182836000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",711,34661,189687,2749055
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,,,NEW HYDE PARK,NY,11040,NASSAU,7184707000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",941,46526,234685,5240397
330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,,,POTSDAM,NY,13676,SAINT LAWRENCE,3152653300,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",94,4504,21884,278256
330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,,,OCEANSIDE,NY,11572,NASSAU,5166323000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",378,18879,100663,1494716
33019,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,,,NORTHPORT                     ,NY,11768,SUFFOLK,5162614400,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,"NO",0,0,0,0
330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,,,BROOKLYN,NY,11203,KINGS,7186045789,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",729,6861,38431,929374
330203,CROUSE HOSPITAL,736 IRVING AVENUE,,,SYRACUSE,NY,13210,ONONDAGA,3154707449,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",501,19927,121505,807906
330211,CLAXTON-HEPBURN MEDICAL CENTER,214 KING STREET,,,OGDENSBURG,NY,13669,SAINT LAWRENCE,3153933600,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",130,1915,9047,208521
330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,,,OSWEGO,NY,13126,OSWEGO,3153495511,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",164,3662,18177,233470
330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,,,BUFFALO,NY,14215,ERIE,7168983936,Acute Care Hospitals,Government - Local,"Yes",882,13346,83739,905883
330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,,,BROOKLYN,NY,11237,KINGS,7189637272,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",276,13706,67858,654501
